,car_name,car_price,car_date,car_odometer,car_transmission,car_bodytype,car_engine
467,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
468,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
469,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
470,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
471,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
472,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
473,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
474,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
475,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
476,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
477,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
478,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
479,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
480,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
481,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
482,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
483,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
484,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
485,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
486,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
487,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
488,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
489,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
490,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
491,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
492,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
493,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
494,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
495,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
496,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
497,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
498,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
499,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
500,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
501,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
502,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
503,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
504,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
505,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
506,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
507,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
508,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
509,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
510,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
511,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
512,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
513,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
514,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
515,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
516,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
517,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
518,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
519,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
520,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
521,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
522,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
523,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
524,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
525,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
526,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
527,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
528,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
529,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
530,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
531,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
532,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
533,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
534,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
535,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
536,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
537,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
538,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
539,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
540,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
541,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
542,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
543,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
544,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
545,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
546,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
547,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
548,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
549,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
550,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
551,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
552,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
553,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
554,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
555,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
556,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
557,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
558,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
559,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
560,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
561,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
562,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
563,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
564,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
565,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
566,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
567,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
568,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
569,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
570,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
571,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
572,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
573,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
574,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
575,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
576,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
577,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
578,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
579,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
580,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
581,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
582,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
583,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
584,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
585,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
586,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
587,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
588,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
589,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
590,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
591,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
592,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
593,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
594,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
595,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
596,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
597,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
598,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
599,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
600,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
601,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
602,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
603,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
604,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
605,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
606,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
607,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
608,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
609,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
610,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
611,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
612,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
613,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
614,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
615,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
616,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
617,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
618,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
619,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
620,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
621,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
622,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
623,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
624,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
625,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
626,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
627,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
628,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
629,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
630,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
631,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
632,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
633,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
634,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
635,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
636,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
637,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
638,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
639,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
640,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
641,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
642,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
643,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
644,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
645,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
646,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
647,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
648,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
649,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
650,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
651,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
652,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
653,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
654,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
655,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
656,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
657,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
658,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
659,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
660,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
661,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
662,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
663,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
664,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
665,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
666,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
667,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
668,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
669,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
670,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
671,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
672,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
673,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
674,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
675,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
676,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
677,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
678,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
679,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
680,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
681,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
682,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
683,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
684,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
685,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
686,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
687,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
688,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
689,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
690,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
691,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
692,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
693,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
694,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
695,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
696,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
697,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
698,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
699,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
